show_id,type,title,release,runtime,episode_count,popularity
s234,TV Show,The Bad Batch,2021-05-04,,17,56.912
s538,Movie,George of the Jungle,1997-07-15,93,,20.157
s890,Movie,Finding Nemo,2003-05-30,100,,126.808
s323,Movie,Dr. Seuss' Horton Hears a Who!,1999-10-05,60,,2.758
s113,TV Show,"Doogie Kamealoha, M.D.",2021-09-08,260,10,43.297
s1338,Movie,The Sign of Zorro,1958-11-18,91,,2.468
s807,Movie,Davy Crockett and the River Pirates,1956-07-18,81,,5.574
s625,TV Show,That's So Raven,2003-01-17,2323,101,25.817
s1306,Movie,The Many Adventures of Winnie the Pooh,1977-03-11,74,,19.464
s974,Movie,James and the Giant Peach,1996-04-12,79,,17.854
s1228,Movie,Swiss Family Robinson,1960-12-21,126,,13.46
s810,Movie,Decorating Disney: Holiday Magic,2017-12-18,58,,2.365
s1331,Movie,The Santa Clause,1994-11-11,97,,13.013
s709,Movie,101 Dalmatians,1996-11-27,103,,90.257
s1254,Movie,The Bears and I,1974-07-31,89,,1.809
s274,TV Show,Pickle and Peanut,2015-09-02,935,82,3.112
s1064,TV Show,Marvel's Ultimate Comics,2016-11-04,16,4,2.086
s1118,Movie,Partly Cloudy,2009-05-28,5,,9.752
s1192,TV Show,Silver Surfer,1998-02-07,338,13,5.705
s88,TV Show,Great Barrier Reef,2012-01-01,180,3,0.956
s771,Movie,Camp Nowhere,1994-08-26,96,,7.937
s739,Movie,Bambi,1942-08-14,70,,113.098
s601,TV Show,Disney I Didn't Do It,2014-01-17,858,39,8.727
s1341,Movie,The Story of Robin Hood And His Merrie Men,1952-05-26,84,,5.631
s727,Movie,Amy,2015-07-03,128,,21.935
s1242,Movie,The Adventures of Bullwhip Griffin,1967-03-08,108,,4.784
s999,Movie,Lady and the Tramp,1955-06-22,76,,60.556
s429,Movie,Disney Zombies 2,2020-06-13,84,,71.833
s746,Movie,Beezy Bear,1955-09-02,7,,4.639
s987,Movie,Kazaam,1996-07-17,93,,11.268
s215,Movie,The Last of the Chupacabras,2021-05-28,14,,3.58
s325,Movie,Mega Hammerhead,2016-06-26,60,,1.9
s42,Movie,Willow,1988-05-20,126,,20.791
s615,TV Show,Star Wars Resistance,2018-10-07,,50,21.935
s897,Movie,For the Birds,2000-11-02,3,,9.435
s470,Movie,Lost City of Machu Picchu,2019-01-01,44,,2.802
s103,Movie,Flooded Tombs of the Nile,2021-02-05,44,,2.667
s1255,Movie,The Big Bad Wolf,1934-04-14,9,,6.607
s849,TV Show,Disney's Mighty Ducks,1996-09-07,,26,6.127
s289,TV Show,Dog With a Blog,2012-10-12,1449,69,11.785
s944,TV Show,High School Musical: The Musical: The Series,2019-11-12,,30,52.456
s755,Movie,Boat Builders,1938-02-25,7,,3.764
s239,TV Show,DuckTales,2017-08-12,1921,88,37.085
s833,TV Show,Disney Lab Rats: Elite Force,2016-03-02,330,15,14.167
s590,Movie,The Boy Who Talked to Badgers,1975-09-14,100,,2.1
s1272,Movie,The Country Bears,2002-07-26,88,,8.157
s1074,Movie,Mickey's Birthday Party,1942-02-07,8,,5.881
s1382,Movie,Toy Story Toons: Partysaurus Rex,2012-09-14,7,,17.784
s1355,Movie,The Vanishing Prairie,1954-08-16,71,,2.22
s921,Movie,Gotta Kick it Up,2002-07-26,78,,5.131
s20,Movie,Enchanted,2007-11-20,107,,57.549
s783,Movie,Cars Toon: Mater Private Eye,2010-11-02,5,,6.43
s646,Movie,Forky Asks a Question: What is Cheese?,2020-01-03,3,,3.795
s17,Movie,Ciao Alberto,2021-11-12,7,,215.727
s564,TV Show,Disney Playtime with Puppy Dog Pals (Shorts),2018-01-01,,8,2.581
s1442,TV Show,Imagination Movers,2008-09-06,,75,6.868
s402,Movie,Secret Society of Second-Born Royals,2020-09-25,97,,74.743
s1190,Movie,Sharpay's Fabulous Adventure,2011-04-19,90,,23.058
s654,Movie,Cars Toon: Tokyo Mater,2008-12-12,6,,8.597
s1334,Movie,The Scream Team,2002-10-11,88,,3.545
s336,Movie,"Miraculous World: New York, United Heroez",2020-09-25,55,,305.056
s324,Movie,Great Shark Chow Down,2019-07-15,0,,1.7
s442,Movie,Prince of Persia: The Sands of Time,2010-05-19,116,,75.862
s368,TV Show,Inside Pixar,2020-11-13,220,20,6.146
s795,Movie,Cinderella III: A Twist in Time,2007-02-06,74,,57.067
s723,Movie,Aliens of the Deep,2005-01-28,95,,5.671
s674,TV Show,Year Million,2017-05-15,360,6,3.062
s839,TV Show,Disney Take Two With Phineas And Ferb (Shorts),2010-12-03,,20,8.94
s89,TV Show,Ready for Preschool,2019-10-19,,53,1.472
s329,Movie,Max Keeble's Big Move,2001-10-05,86,,11.807
s30,Movie,Paperman,2012-11-02,7,,7.833
s539,Movie,Homeward Bound II: Lost in San Francisco,1996-03-08,89,,12.986
s255,Movie,Man of the House,2005-02-25,100,,9.804
s722,Movie,Alice in Wonderland,2010-03-03,108,,78.929
s190,TV Show,The Mysterious Benedict Society,2021-06-25,440,8,13.206
s563,Movie,A Celebration of the Music from Coco,2020-03-29,47,,2.505
s216,Movie,The Little Prince(ss),2021-05-28,19,,16.95
s568,Movie,A Tale of Two Critters,1977-06-22,48,,2.229
s1311,Movie,The Muppets,2011-11-22,103,,31.47
s799,Movie,Confessions of a Teenage Drama Queen,2004-02-17,89,,12.863
s641,Movie,Destino,2003-08-05,7,,7.324
s888,Movie,Ferdinand the Bull,1938-11-23,8,,10.09
s640,TV Show,Wild Russia,2008-12-24,,11,1.274
s792,Movie,Chip an' Dale,1947-11-28,7,,4.832
s614,Movie,Viking Warrior Women,2019-11-03,44,,1.614
s354,Movie,From Our Family to Yours,2020-11-08,3,,0.6
s1284,Movie,The Greatest Game Ever Played,2005-09-30,120,,12.009
s1367,Movie,Thru the Mirror,1936-05-30,9,,6.684
s1377,Movie,Tom and Huck,1995-12-22,97,,8.016
s1346,Movie,The Swap,2016-10-07,89,,12.353
s1181,Movie,Science Fair,2018-09-14,90,,3.522
s1411,Movie,Winnie the Pooh: Springtime with Roo,2004-03-09,65,,14.785
s1005,TV Show,LEGO Star Wars: Resistance Rises (Shorts),2016-02-15,25,5,2.67
s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",2004-08-04,68,,20.204
s197,TV Show,Puppy Dog Pals,2017-04-14,,218,22.146
s842,TV Show,Disney's Adventures Of The Gummi Bears,1985-09-14,,95,29.278
s1437,Movie,The Great Mouse Detective,1986-07-02,74,,15.988
s828,TV Show,Disney Gravity Falls (Shorts),2013-10-14,,17,23.704
s1211,TV Show,Star Wars Rebels (Shorts),2014-10-13,1663,75,66.232
s1015,Movie,Leroy & Stitch,2006-06-23,73,,19.612
s265,Movie,Sharks Of The Bermuda Triangle,2020-08-13,44,,2.75
s1234,Movie,Teacher's Pet,2004-01-16,74,,6.895
s466,TV Show,Wild Sri Lanka,2015-01-14,150,3,0.705
s552,Movie,National Treasure,2004-11-19,131,,31.399
s787,Movie,Casebusters,1986-05-25,47,,2.251
s521,Movie,The Moon-Spinners,1964-01-01,118,,4.644
s632,Movie,The Lion King,1994-06-23,89,,184.51
s1376,Movie,Toby Tortoise Returns,1936-08-22,7,,2.681
s952,Movie,Hounded,2001-01-01,91,,4.675
s280,Movie,Doc McStuffins: The Doc Is In,2020-12-04,24,,1.4
s382,TV Show,India From Above,2020-08-11,88,2,1.516
s928,Movie,Halloweentown High,2004-10-08,82,,11.669
s749,TV Show,Best Friends Whenever,2015-06-26,736,32,10.576
s1418,TV Show,X-Men: Evolution,2000-11-04,1409,64,36.742
s829,TV Show,Disney Jake and the Never Land Pirates,2011-02-14,4818,219,25.736
s52,TV Show,Disney Amphibia,2019-06-17,,106,89.3
s770,Movie,Cadet Kelly,2002-03-07,101,,20.098
s496,Movie,Big Sur: Wild California,2010-03-30,47,,1.763
s545,Movie,Nature's Half Acre,1951-07-28,33,,0.661
s1364,Movie,Three Little Wolves,1936-04-18,9,,5.492
s360,Movie,Planes,2013-08-09,91,,37.95
s1380,Movie,Toy Story 3,2010-06-16,103,,141.694
s85,Movie,The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,2017-01-01,22,,3.976
s100,Movie,Confessions of a Shopaholic,2009-02-05,104,,62.517
s529,TV Show,It's a Dog's Life with Bill Farmer,2020-05-15,220,10,1.27
s940,Movie,Hercules,1997-06-20,93,,116.642
s1171,Movie,Rogue One: A Star Wars Story,2016-12-14,133,,52.888
s988,TV Show,Kickin' It,2011-06-13,1955,85,17.492
s1174,Movie,Sacred Planet,2004-04-12,40,,2.383
s1117,Movie,Paris To Pittsburgh,2018-12-12,77,,2.32
s438,Movie,The Greatest Showman,2017-12-20,105,,37.014
s1120,Movie,Perri,1957-08-28,75,,1.733
s1204,Movie,Society Dog Show,1939-02-03,8,,2.838
s765,Movie,Brother Bear,2003-10-23,85,,93.946
s747,Movie,Before the Flood,2016-10-21,93,,20.394
s937,Movie,Herbie Goes Bananas,1980-06-25,110,,8.737
s148,TV Show,Disney Junior T.O.T.S.,2019-06-14,,150,7.509
s311,TV Show,Pixar Popcorn,2021-01-22,14,10,9.617
s651,Movie,Cars Toon: Rescue Squad Mater,2008-10-27,3,,6.717
s66,TV Show,Secrets of the Zoo: North Carolina,2020-10-31,360,8,0.6
s597,Movie,The Last Song,2010-03-31,107,,15.672
s734,Movie,Atlantis: The Lost Empire,2001-06-02,95,,35.293
s1265,Movie,The Cheetah Girls 2,2006-07-31,96,,9.795
s821,TV Show,Disney Descendants Wicked World (Shorts),2015-09-18,68,34,10.349
s233,TV Show,Star Wars Vehicle Flythroughs,2021-05-03,8,2,2.388
s830,TV Show,Disney JONAS,2009-05-02,782,34,9.897
s1309,Movie,The Muppet Christmas Carol,1992-12-10,85,,9.197
s1324,Movie,The Princess Diaries 2: Royal Engagement,2004-08-06,113,,32.737
s1061,TV Show,Marvel's Hero Project,2019-11-12,600,20,2.593
s53,TV Show,Photo Ark,2020-10-17,132,3,0.6
s192,TV Show,Dino Ranch,2021-01-18,,52,5.883
s711,Movie,102 Dalmatians,2000-10-07,100,,16.903
s196,TV Show,Star Wars Vintage: Droids,1985-09-07,286,13,8.168
s261,Movie,Island at the Top of the World,1974-12-16,93,,5.799
s701,Movie,Coco (in Spanish),2017-10-27,105,,239.377
s905,Movie,Full-Court Miracle,2003-11-21,90,,5.035
s954,Movie,How to Build a Better Boy,2014-11-18,90,,13.196
s307,Movie,Upside-Down Magic,2020-07-31,96,,76.416
s1004,TV Show,LEGO Star Wars: Droid Tales,2015-10-05,119,5,4.425
s45,Movie,Jingle All the Way 2,2014-12-02,93,,6.682
s349,Movie,Sky High,2005-07-29,100,,24.808
s926,Movie,Gus,2013-12-06,87,,3.846
s452,TV Show,Destination World,2018-06-14,21,7,0.6
s425,Movie,Mars: One Day on the Red Planet,2020-01-05,88,,3.459
s780,Movie,Cars Toon: Air Mater,2011-08-04,6,,14.98
s1094,Movie,Mr. Boogedy,1986-04-20,44,,5.486
s855,Movie,Disneynature African Cats,2011-04-21,89,,8.577
s1203,TV Show,So Weird,1999-01-18,1560,65,5.73
s1290,Movie,The Incredible Journey,1963-11-20,80,,5.532
s1431,Movie,Blackbeard's Ghost,1968-02-08,106,,8.42
s666,Movie,Holes,2003-04-18,117,,15.161
s428,TV Show,Disney Junior T.O.T.S.: Calling All T.O.T.S. (Shorts),2020-03-30,,20,3.723
s708,Movie,10 Things I Hate About You,1999-03-30,97,,36.847
s67,TV Show,The Wizard of Paws,2020-04-08,775,31,1.018
s519,Movie,Mickey and the Seal,1948-12-03,7,,3.479
s595,Movie,Mars Needs Moms,2011-03-09,88,,27.901
s1163,Movie,Return to Halloweentown,2006-10-20,88,,11.586
s587,Movie,Pluto's Party,1952-09-19,7,,2.481
s967,Movie,Invincible,2006-08-25,105,,14.892
s1395,Movie,Twitches,2005-10-14,86,,30.855
s793,Movie,Cinderella,1950-02-22,74,,137.867
s1247,Movie,The Apple Dumpling Gang,1975-07-01,100,,7.994
s578,Movie,Elmer Elephant,1936-03-28,8,,2.783
s600,Movie,A Wrinkle in Time,2018-03-08,109,,21.074
s346,Movie,Godmothered,2020-12-04,113,,68.026
s876,Movie,Eight Below,2006-02-17,120,,24.546
s208,Movie,American Eid,2021-05-28,21,,5.131
s724,Movie,Alley Cats Strike!,2000-03-18,87,,3.846
s1293,Movie,The Jungle Book 2,2003-02-07,72,,23.803
s440,TV Show,Wild Cats of India,2020-02-18,90,2,0.891
s1285,Movie,The Haunted Mansion,2003-11-25,88,,18.57
s1150,TV Show,Quack Pack,1996-09-02,,39,13.295
s989,Movie,Kim Possible,2019-02-15,86,,23.163
s1147,Movie,Presto,2008-06-27,5,,8.535
s168,Movie,Sharkcano,2020-07-01,45,,2.299
s762,Movie,Brave Little Toaster to the Rescue,1997-11-01,74,,8.005
s794,Movie,Cinderella II: Dreams Come True,2002-02-23,74,,72.871
